Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","New Employment Criteria (jul 05, 2005)"
04,35,24015,7402,41,1
04,12,10015,"    ","  "," "
04,10,10013,"    ","  "," "
04,05,00000,"    ","  "," "
04,50,24015,1031,47,1
04,53,50415,1031,47,1
04,19,60001,"    ","  ",3
04,16,24015,"    ","  ",3
04,14,24012,"    ","  "," "
04,41,60003,1031,49,1
04,42,50413,"    ","  ",3
04,16,24015,"    ","  ",3
04,13,10018,"    ","  "," "
04,06,02000,"    ","  "," "
04,69,50716,"    ","  ",3
04,69,10018,"    ","  ",3
04,34,24015,1028,26,1
04,31,24011,"    ","  ",2
04,30,60612,1031,64,1
04,43,10018,"    ","  ",2
04,17,00000,"    ","  ",3
04,07,10011,"    ","  "," "
04,32,24015,1031,92,1
04,05,01000,"    ","  "," "
04,03,"     ","    ","  "," "
04,53,60111,1031,68,1
04,53,60913,"    ","  "," "
04,24,60913,1014,86,1
04,16,24015,"    ","  ",3
04,48,40713,7403,47,1
04,47,60915,"    ","  "," "
04,20,60001,"    ","  ",3
04,18,34011,"    ","  ",3
04,16,24011,"    ","  ",3
04,38,24015,"    ","  ",3
04,37,24015,"    ","  "," "
04,10,10014,"    ","  "," "
04,65,24015,1031,41,1
04,65,24015,"    ","  ",3
04,33,60714,"    ","  ",2
04,31,60715,1014,26,1
04,43,60713,"    ","  ",3
04,42,60713,"    ","  "," "
04,13,24011,"    ","  "," "
04,07,10011,"    ","  "," "
04,53,50415,1031,47,1
04,60,24015,1031,47,1
04,23,60003,1031,47,1
04,20,60001,"    ","  ",3
04,18,34013,"    ","  ",3
04,24,60211,1031,90,1
04,23,60003,"    ","  ",3
04,00,"     ","    ","  "," "
04,36,24015,1031,96,1
04,67,24015,"    ","  ",3
04,72,10013,1031,14,1
04,21,60002,"    ","  ",3
04,60,60413,1031,46,1
04,43,24015,"    ","  ",3
04,43,60612,"    ","  "," "
04,19,34013,"    ","  ",3
04,17,24015,"    ","  ",3
04,04,"     ","    ","  "," "
04,31,24013,"    ","  ",3
04,32,24015,1031,41,1
04,11,10014,"    ","  "," "
04,07,10011,"    ","  "," "
04,03,"     ","    ","  "," "
04,64,24015,"    ","  ",3
04,57,24015,1031,96,1
04,27,60413,7607,69,1
04,15,24012,"    ","  ",3
04,18,24015,"    ","  ",3
04,29,60413,"    ","  ",3
04,28,61041,"    ","  "," "
04,00,"     ","    ","  "," "
04,36,60413,"    ","  ",3
04,36,61041,"    ","  "," "
04,75,10018,1031,49,1
04,71,24015,"    ","  ",3
04,18,34011,"    ","  ",3
04,46,60732,1031,65,1
04,42,60841,"    ","  ",3
04,17,24015,"    ","  ",3
04,16,24013,"    ","  ",3
04,39,60111,1031,85,1
04,39,24015,1028,45,1
04,10,10014,"    ","  "," "
04,08,10012,"    ","  "," "
04,56,60002,1031,47,1
04,33,41013,1028,26,1
04,31,60911,"    ","  ",3
04,06,00000,"    ","  "," "
04,53,60111,"    ","  ",3
04,28,60413,1031,64,1
04,22,60002,"    ","  ",3
04,41,60811,"    ","  ",3
04,42,60313,1031,65,1
04,13,10018,"    ","  "," "
04,56,24015,"    ","  ",3
04,49,10015,1031,47,1
04,26,60111,3405,84,1
04,23,60003,"    ","  ",3
04,18,34011,"    ","  ",3
04,60,24015,1031,01,1
04,55,24015,1031,01,1
04,30,60111,1031,85,1
04,26,60411,1028,84,1
04,35,60314,1017,84,1
04,33,60314,"    ","  ",3
04,12,10018,"    ","  "," "
04,05,00000,"    ","  "," "
04,01,"     ","    ","  "," "
04,55,50716,7504,45,1
04,50,24015,"    ","  ",3
04,19,60001,"    ","  ",3
04,15,24012,"    ","  ",3
04,50,24015,1031,41,1
04,46,24015,1031,01,1
04,24,24015,1028,26,1
04,64,24015,"    ","  ",3
04,35,24015,1031,26,1
04,35,24015,1031,26,1
04,11,10014,"    ","  "," "
04,54,10018,"    ","  ",3
04,25,24015,1014,28,1
04,12,10013,"    ","  "," "
04,06,02000,"    ","  "," "
04,26,60003,"    ","  ",3
04,30,60613,3738,84,1
04,07,10011,"    ","  "," "
04,00,"     ","    ","  "," "
04,63,60413,"    ","  ",3
04,62,24015,"    ","  ",3
04,25,50612,"    ","  ",2
04,62,24015,2106,47,1
04,56,24015,2106,84,1
04,64,60002,2106,47,1
04,44,24015,2106,47,1
04,09,10012,"    ","  "," "
04,62,50716,2106,47,1
04,57,24015,2106,47,1
04,29,60713,1017,43,1
04,27,61013,2118,56,1
04,66,50913,"    ","  ",3
04,56,60413,2106,56,1
04,46,24013,2106,01,1
04,69,24015,"    ","  ",3
04,63,24015,"    ","  ",3
04,30,24015,2106,26,1
04,40,40714,2106,95,1
04,03,"     ","    ","  "," "
04,35,60714,2106,82,1
04,30,70413,3903,84,1
04,38,60713,7607,41,1
04,39,60713,7603,61,1
04,31,40922,"    ","  ",2
04,25,60002,"    ","  ",2
04,09,10013,"    ","  "," "
04,08,10012,"    ","  "," "
04,05,00000,"    ","  "," "
04,42,10018,2106,41,1
04,40,24015,2106,47,1
04,12,10014,"    ","  "," "
04,09,10013,"    ","  "," "
04,07,10012,"    ","  "," "
04,70,60415,"    ","  ",3
04,35,60612,2106,61,1
04,11,10018,"    ","  "," "
04,55,60511,"    ","  ",3
04,50,60415,"    ","  "," "
04,27,60915,2106,61,1
04,25,60613,2106,82,1
04,22,34013,"    ","  ",3
04,21,60002,"    ","  ",3
04,17,24015,"    ","  ",3
04,54,24015,7603,49,1
04,64,24015,2106,41,1
04,43,50714,2106,47,1
04,57,60002,2106,47,1
04,16,24015,"    ","  ",3
04,14,24012,"    ","  "," "
04,12,10018,"    ","  "," "
04,37,60716,2106,53,1
04,43,60413,2106,47,1
04,08,10012,"    ","  "," "
04,11,10014,"    ","  "," "
04,24,24015,2106,47,1
04,24,35013,"    ","  ",2
04,27,10011,2106,11,1
04,40,24015,2106,84,1
04,34,24013,2106,23,1
04,15,24015,"    ","  ",3
04,10,10014,"    ","  "," "
04,47,10013,2106,96,1
04,36,24012,2106,56,1
04,10,10014,"    ","  "," "
04,06,00000,"    ","  "," "
04,00,"     ","    ","  "," "
04,43,24015,"    ","  ",3
04,16,24012,"    ","  ",3
04,43,61013,2106,49,1
04,71,24012,"    ","  ",3
04,62,24015,"    ","  ",3
04,37,61088,2106,49,1
04,17,34011,"    ","  ",3
04,15,24015,"    ","  ",3
04,53,60001,"    ","  ",3
04,28,24015,"    ","  ",2
04,24,60003,"    ","  ",3
04,58,60713,"    ","  "," "
04,50,60002,2108,47,1
04,14,24011,"    ","  "," "
04,55,24015,"    ","  ",3
04,51,60716,"    ","  "," "
04,20,60001,"    ","  ",3
04,16,24013,"    ","  ",3
04,53,60001,2108,49,1
04,53,60411,2108,47,1
04,26,60413,7603,64,1
04,25,60313,2108,82,1
04,51,50001,2108,47,1
04,50,50415,"    ","  "," "
04,28,60613,"    ","  "," "
04,41,60415,2103,80,1
04,39,24015,2108,47,1
04,11,10014,"    ","  "," "
04,62,24015,2108,49,1
04,58,24015,3905,92,1
04,16,24013,"    ","  ",3
04,60,60411,"    ","  ",3
04,55,60322,3909,85,1
04,47,24015,7605,51,1
04,52,24015,2108,56,1
04,16,24013,"    ","  ",3
04,32,24015,2117,25,1
04,29,24015,2106,35,1
04,09,10013,"    ","  "," "
04,08,10011,"    ","  "," "
04,07,02000,"    ","  "," "
04,43,10018,2108,49,1
04,42,24015,2108,47,1
04,07,10011,"    ","  "," "
04,22,10012,2108,49,1
04,19,10015,2108,49,1
04,29,24015,2108,25,1
04,30,61013,2117,16,1
04,50,50415,"    ","  ",3
04,53,60732,"    ","  "," "
04,27,60003,"    ","  ",2
04,26,60612,2108,84,1
04,26,24015,2117,25,1
04,27,24015,2117,16,1
04,27,24015,2117,25,1
04,49,10014,2111,96,1
04,54,10013,2108,41,1
04,13,10018,"    ","  "," "
04,12,10015,"    ","  "," "
04,25,24015,"    ","  ",3
04,31,10018,3405,43,1
04,05,00000,"    ","  "," "
04,62,60412,"    ","  ",3
04,29,60732,"    ","  ",2
04,28,60413,2106,11,1
04,60,24013,7501,96,1
04,38,24015,2108,16,1
04,57,10018,"    ","  ",2
04,60,24015,2108,47,1
04,37,24012,"    ","  ",2
04,24,60003,2108,56,1
04,23,24015,2111,73,1
04,41,24015,2108,84,1
04,44,24015,"    ","  ",2
04,16,24015,"    ","  ",3
04,14,24012,"    ","  "," "
04,14,24012,"    ","  "," "
04,37,24015,2117,27,1
04,37,50714,2120,27,1
04,82,10014,"    ","  ",3
04,47,50714,2109,47,1
04,40,60002,2120,96,1
04,19,34013,"    ","  ",3
04,16,24015,"    ","  ",3
04,04,"     ","    ","  "," "
04,58,60001,"    ","  ",3
04,35,50613,2117,26,1
04,24,35013,2108,93,1
04,50,10013,2108,56,1
04,44,10018,"    ","  "," "
04,27,10018,2108,45,1
04,24,35013,"    ","  ",2
04,20,35013,"    ","  ",3
04,19,35013,2111,56,1
04,15,24013,"    ","  ",3
04,66,10014,2108,96,1
04,33,24015,7604,92,1
04,24,60111,2117,64,1
04,28,60411,2108,45,1
04,27,60111,2108,47,1
04,03,"     ","    ","  "," "
04,22,35013,2108,28,1
04,25,60612,2108,16,1
04,19,35013,2117,28,1
04,43,24015,"    ","  ",3
04,47,24015,"    ","  "," "
04,13,24011,"    ","  "," "
04,29,24015,2108,56,1
04,09,10013,"    ","  "," "
04,39,24015,2117,14,1
04,38,24015,2117,17,1
04,10,10013,"    ","  "," "
04,01,"     ","    ","  "," "
04,38,40716,2109,95,1
04,42,24015,2109,95,1
04,12,10015,"    ","  "," "
04,69,24015,"    ","  ",3
04,68,10015,"    ","  ",3
04,75,00000,"    ","  ",3
04,14,24011,"    ","  "," "
04,12,10015,"    ","  "," "
04,35,60612,2109,26,1
04,36,24015,"    ","  ",2
04,33,24015,2109,41,1
04,29,24011,2109,47,1
04,11,10014,"    ","  "," "
04,05,00000,"    ","  "," "
04,03,"     ","    ","  "," "
04,42,24015,2109,26,1
04,11,10015,"    ","  "," "
04,56,60002,"    ","  ",2
04,24,61015,7603,51,1
04,78,60731,2109,41,1
04,73,60111,"    ","  ",3
04,36,60731,2109,41,1
04,35,60731,2109,41,1
04,05,00000,"    ","  "," "
04,58,24015,2109,96,1
04,68,10018,"    ","  ",3
04,66,10014,"    ","  ",3
04,38,50613,"    ","  "," "
04,31,60713,"    ","  ",2
04,36,60713,"    ","  "," "
04,49,60111,"    ","  ",3
04,13,10015,"    ","  "," "
04,07,10011,"    ","  "," "
04,45,24015,2109,49,1
04,63,60413,"    ","  ",3
04,75,10018,"    ","  ",3
04,43,10018,"    ","  ",3
04,56,24015,2109,96,1
04,26,51013,"    ","  ",2
04,24,24012,2109,47,1
04,32,41013,"    ","  ",3
04,08,10012,"    ","  "," "
04,04,"     ","    ","  "," "
04,58,24015,2109,84,1
04,57,24015,2109,84,1
04,32,60413,7605,69,1
04,95,10013,"    ","  ",3
04,75,10018,2109,47,1
04,69,10018,2109,47,1
04,68,10015,2109,47,1
04,66,10018,2109,47,1
04,62,60411,"    ","  ",3
04,23,60716,"    ","  ",3
04,53,24013,2109,41,1
04,41,24012,2109,47,1
04,08,02000,"    ","  "," "
04,20,35011,"    ","  ",3
04,18,24012,2109,53,1
04,14,10014,"    ","  "," "
04,12,10013,"    ","  "," "
04,63,24015,"    ","  ",3
04,57,24015,0311,01,1
04,27,24015,"    ","  ",2
04,23,34013,2117,27,1
04,28,24015,2117,22,1
04,29,24015,2117,27,1
04,08,10011,"    ","  "," "
04,01,"     ","    ","  "," "
04,62,24015,"    ","  ",3
04,45,24015,2120,78,1
04,41,60111,3908,78,1
04,52,24015,"    ","  ",3
04,53,61041,"    ","  "," "
04,22,60913,2108,86,1
04,15,24011,"    ","  ",3
04,09,10011,"    ","  "," "
04,12,10012,"    ","  "," "
04,49,50714,"    ","  ",3
04,20,35013,2117,25,1
04,48,60732,2117,25,1
04,47,60613,2103,55,1
04,21,60002,"    ","  ",3
04,16,24013,"    ","  ",3
04,33,24015,2117,26,1
04,35,24015,2108,27,1
04,30,60732,2120,47,1
04,24,50612,2117,52,1
04,37,24015,2120,47,1
04,40,24015,7607,86,1
04,14,24011,"    ","  "," "
04,08,10012,"    ","  "," "
04,05,00000,"    ","  "," "
04,80,24012,"    ","  ",3
04,12,10015,"    ","  "," "
04,56,50415,2120,47,1
04,27,24015,7604,53,1
04,59,24015,"    ","  ",3
04,55,60111,2120,85,1
04,22,60003,"    ","  ",3
04,21,35013,2120,47,1
04,14,24012,"    ","  "," "
04,38,24015,"    ","  ",3
04,37,60541,2117,47,1
04,40,60541,2117,27,1
04,12,10018,"    ","  "," "
04,41,24015,2123,56,1
04,35,24012,2123,49,1
04,05,00000,"    ","  "," "
04,76,60111,"    ","  ",3
04,37,60913,2123,84,1
04,42,60413,"    ","  ",3
04,05,00000,"    ","  "," "
04,16,24015,"    ","  ",3
04,36,24015,"    ","  "," "
04,36,60713,"    ","  "," "
04,09,10012,"    ","  "," "
04,50,24015,2123,49,1
04,49,24015,2123,14,1
04,19,34013,"    ","  ",3
04,03,"     ","    ","  "," "
04,01,"     ","    ","  "," "
04,52,40714,"    ","  ",3
04,53,24015,7601,56,1
04,28,61013,7603,56,1
04,11,10015,"    ","  "," "
04,54,10015,2123,47,1
04,54,10013,2123,47,1
04,17,24015,"    ","  ",3
04,63,24015,2123,43,1
04,51,24015,"    ","  ",3
04,24,24012,2123,41,1
04,22,24015,2123,41,1
04,16,24013,"    ","  ",3
04,14,24012,"    ","  "," "
04,25,24015,2123,49,1
04,21,35013,"    ","  ",3
04,02,"     ","    ","  "," "
04,40,24015,2123,41,1
04,42,24015,2123,47,1
04,19,24015,"    ","  ",3
04,15,24015,"    ","  ",3
04,13,24012,"    ","  "," "
04,12,10015,"    ","  "," "
04,05,00000,"    ","  "," "
04,43,40714,2106,52,1
04,42,24015,2123,47,1
04,21,60002,"    ","  ",3
04,18,34011,"    ","  ",3
04,14,24012,"    ","  "," "
04,12,10018,"    ","  "," "
04,00,"     ","    ","  "," "
04,02,"     ","    ","  "," "
04,58,24015,2123,47,1
04,31,41041,2104,26,1
04,34,24015,"    ","  ",3
04,01,"     ","    ","  "," "
04,47,24015,2123,47,1
04,09,10011,"    ","  "," "
04,68,10015,2108,49,1
04,61,10015,"    ","  ",3
04,21,60002,"    ","  ",3
04,44,24013,2123,41,1
04,43,24013,2106,56,1
04,19,34011,"    ","  ",3
04,16,24013,"    ","  ",3
04,11,10014,"    ","  "," "
04,27,24011,"    ","  ",2
04,28,24015,2123,47,1
04,08,10011,"    ","  "," "
04,51,24012,2123,95,1
04,30,24015,2123,27,1
04,06,00000,"    ","  "," "
04,01,"     ","    ","  "," "
04,54,24015,"    ","  ",3
04,56,24012,2123,14,1
04,18,24013,2123,41,1
04,16,24011,"    ","  ",3
04,28,24015,"    ","  ",3
04,05,00000,"    ","  "," "
04,01,"     ","    ","  "," "
04,26,24013,"    ","  ",2
04,08,10011,"    ","  "," "
04,06,00000,"    ","  "," "
04,49,24015,2123,47,1
04,25,35011,"    ","  ",3
04,18,34011,"    ","  ",3
04,12,10015,"    ","  "," "
04,37,24015,3404,20,1
04,32,24015,"    ","  ",3
04,31,60002,3428,47,1
04,07,02000,"    ","  "," "
04,00,"     ","    ","  "," "
04,67,24013,3404,47,1
04,43,60413,3404,47,1
04,33,60413,3404,46,1
04,35,50714,3405,20,1
04,37,60414,"    ","  ",2
04,26,61041,"    ","  ",2
04,40,24013,3428,46,1
04,41,60732,"    ","  ",3
04,17,24013,"    ","  ",3
04,11,02000,"    ","  "," "
04,08,10011,"    ","  "," "
04,06,02000,"    ","  "," "
04,05,00000,"    ","  "," "
04,33,60002,"    ","  ",2
04,29,60732,2106,68,1
04,29,24015,"    ","  ",3
04,01,"     ","    ","  "," "
04,36,60001,7107,80,1
04,35,24015,"    ","  ",3
04,06,00000,"    ","  "," "
04,24,34013,3404,10,1
04,69,10018,"    ","  ",3
04,42,60111,3404,49,1
04,39,24013,3428,47,1
04,37,24015,"    ","  ",3
04,09,10012,"    ","  "," "
04,02,"     ","    ","  "," "
04,63,24012,3404,45,1
04,58,10018,3404,47,1
04,58,60613,3404,84,1
04,64,10018,"    ","  ",3
04,32,60714,3404,84,1
04,31,60413,3404,47,1
04,08,10011,"    ","  "," "
04,51,24015,3404,84,1
04,13,10018,"    ","  "," "
04,48,24015,3404,41,1
04,49,24015,3404,96,1
04,17,34011,"    ","  ",3
04,14,24012,"    ","  "," "
04,22,35013,3404,47,1
04,22,34013,3403,26,1
04,71,10018,"    ","  ",3
04,31,50714,3404,18,1
04,29,24015,"    ","  ",3
04,07,02000,"    ","  "," "
04,74,10018,"    ","  ",3
04,34,50913,3404,26,1
04,04,"     ","    ","  "," "
04,89,24015,"    ","  ",3
04,38,61013,3404,11,1
04,12,10018,"    ","  "," "
04,09,10013,"    ","  "," "
04,19,60001,"    ","  ",3
04,70,60715,"    ","  ",3
04,66,50415,3404,47,1
04,41,60413,7602,21,1
04,38,60413,3405,64,1
04,08,10011,"    ","  "," "
04,43,60714,3428,53,1
04,39,60111,"    ","  ",3
04,09,10012,"    ","  "," "
04,04,"     ","    ","  "," "
04,04,"     ","    ","  "," "
04,35,60413,3404,56,1
04,33,60413,3404,56,1
04,32,24015,3403,26,1
04,06,02000,"    ","  "," "
04,53,24015,3404,49,1
04,51,10018,"    ","  ",3
04,26,24015,"    ","  ",2
04,17,24015,"    ","  ",3
04,43,24015,3409,01,1
04,44,24015,3409,96,1
04,21,60002,"    ","  ",3
04,17,34011,"    ","  ",3
04,12,24011,"    ","  "," "
04,52,24015,3409,41,1
04,49,24015,"    ","  ",3
04,25,60111,7404,85,1
04,21,50001,"    ","  ",2
04,85,10015,"    ","  ",3
04,58,10018,3409,01,1
04,58,60413,"    ","  ",3
04,29,24015,"    ","  ",2
04,07,02000,"    ","  "," "
04,06,01000,"    ","  "," "
04,48,24015,2118,41,1
04,34,60732,3409,47,1
04,13,24011,"    ","  "," "
04,08,10011,"    ","  "," "
04,03,"     ","    ","  "," "
04,34,60913,"    ","  "," "
04,45,60003,3409,47,1
04,49,24015,3409,01,1
04,22,60003,3409,47,1
04,45,50001,7401,41,1
04,37,24015,3409,96,1
04,17,34011,"    ","  ",3
04,15,24013,"    ","  ",3
04,65,60314,3409,01,1
04,61,60111,3409,47,1
04,02,"     ","    ","  "," "
04,43,10012,1420,41,1
04,37,24015,3409,47,1
04,14,24011,3409,47," "
04,35,10012,3409,46,1
04,28,10014,"    ","  ",3
04,33,24015,3409,96,1
04,33,24015,"    ","  "," "
04,12,10015,"    ","  "," "
04,10,10014,"    ","  "," "
04,37,24011,3409,47,1
04,32,24015,"    ","  "," "
04,16,24013,"    ","  ",3
04,11,10015,"    ","  "," "
04,61,24015,"    ","  ",3
04,58,61041,"    ","  ",3
04,39,24011,"    ","  ",2
04,07,02000,"    ","  "," "
04,19,34011,"    ","  ",3
04,24,10018,3424,53,1
04,54,24012,3424,01,1
04,26,60612,"    ","  ",2
04,50,24015,3424,45,1
04,44,24015,"    ","  ",3
04,10,10014,"    ","  "," "
04,02,"     ","    ","  "," "
04,47,10018,3424,49,1
04,52,24015,3424,14,1
04,20,60002,"    ","  ",3
04,12,10018,"    ","  "," "
04,38,50714,3424,11,1
04,38,50714,3424,84,1
04,16,24015,"    ","  ",3
04,59,24012,3424,47,1
04,73,60413,3424,49,1
04,25,60413,3424,84,1
04,16,24015,"    ","  ",3
04,66,24012,"    ","  ",3
04,67,10018,3424,49,1
04,32,24013,"    ","  ",3
04,38,60413,3424,45,1
04,04,"     ","    ","  "," "
04,00,"     ","    ","  "," "
04,18,35011,"    ","  ",3
04,17,24015,"    ","  ",3
04,56,24015,3424,49,1
04,40,24015,3424,82,1
04,30,24015,3424,61,1
04,27,51013,"    ","  ",3
04,05,00000,"    ","  "," "
04,03,"     ","    ","  "," "
04,01,"     ","    ","  "," "
04,18,34013,"    ","  ",3
04,41,60003,3424,47,1
04,68,60002,3424,55,1
04,21,60001,"    ","  ",3
04,15,24012,"    ","  ",3
04,70,24011,"    ","  ",3
04,70,60002,"    ","  ",3
04,40,60002,3424,21,1
04,23,60003,"    ","  ",3
04,19,34013,"    ","  ",3
04,16,24015,"    ","  ",3
04,57,24015,3424,01,1
04,52,24015,3424,47,1
04,26,60411,3424,20,1
04,24,60714,1028,26,1
04,21,60002,"    ","  ",3
04,17,34011,"    ","  ",3
04,41,60111,3424,47,1
04,51,24015,3424,84,1
04,16,34011,"    ","  ",3
04,20,10018,3424,01,1
04,23,10015,"    ","  ",3
04,01,"     ","    ","  "," "
04,00,"     ","    ","  "," "
04,49,24015,3424,52,1
04,34,60613,7605,53,1
04,34,60913,"    ","  ",2
04,63,24015,3424,49,1
04,60,10018,3424,01,1
04,29,10018,3424,41,1
04,25,24015,3424,96,1
04,08,10011,"    ","  "," "
04,05,00000,"    ","  "," "
04,66,24015,3428,49,1
04,56,24013,"    ","  ",3
04,48,60413,"    ","  ",3
04,23,60002,"    ","  ",3
04,17,24015,"    ","  ",3
04,27,60714,7404,62,1
04,27,60111,3428,85,1
04,18,60001,"    ","  ",3
04,70,24015,"    ","  ",3
04,65,60002,3428,47,1
04,41,60612,3428,93,1
04,39,60714,3404,45,1
04,39,60413,3428,47,1
04,10,10013,"    ","  "," "
04,06,02000,"    ","  "," "
04,39,60716,"    ","  "," "
04,40,60414,"    ","  "," "
04,13,24011,"    ","  "," "
04,07,10011,"    ","  "," "
04,06,00000,"    ","  "," "
04,47,60002,3428,47,1
04,46,24015,3428,45,1
04,15,24013,"    ","  ",3
04,13,10018,"    ","  "," "
04,27,24015,3428,61,1
04,24,24015,3428,96,1
04,30,24015,"    ","  ",2
04,30,60413,"    ","  ",3
04,45,24011,3428,47,1
04,26,60413,3428,47,1
04,02,"     ","    ","  "," "
04,28,24015,"    ","  "," "
04,30,24015,3428,47,1
04,28,24015,"    ","  ",3
04,04,"     ","    ","  "," "
04,54,24015,3428,47,1
04,65,60413,3428,47,1
04,35,60002,3428,49,1
04,31,60111,3428,85,1
04,05,00000,"    ","  "," "
04,00,"     ","    ","  "," "
04,54,24015,3428,84,1
04,52,24015,3428,96,1
04,13,24011,"    ","  "," "
04,31,24015,3403,26,1
04,28,24015,3403,26,1
04,03,"     ","    ","  "," "
04,32,24015,3428,61,1
04,10,10013,"    ","  "," "
04,40,24015,3428,61,1
04,63,60711,3428,68,1
04,31,60913,7404,86,1
04,30,60914,3428,82,1
04,29,60714,7603,26,1
04,48,10018,3428,96,1
04,48,24015,"    ","  ",3
04,27,60714,7605,62,1
04,23,60003,"    ","  ",3
04,22,60002,"    ","  ",3
04,05,00000,"    ","  "," "
04,54,10018,3428,49,1
04,33,60003,7603,56,1
04,06,02000,"    ","  "," "
04,01,"     ","    ","  "," "
04,67,24015,"    ","  ",3
04,34,60714,1028,26,1
04,27,24015,"    ","  ",3
04,07,02000,"    ","  "," "
04,05,00000,"    ","  "," "
04,37,24015,3428,47,1
04,30,50714,3428,47,1
04,30,24015,3428,61,1
04,20,24011,3428,56,1
04,24,10018,3428,56,1
04,44,24015,3428,56,1
04,41,24013,3428,56,1
04,14,24011,"    ","  "," "
04,01,"     ","    ","  "," "
04,72,50716,"    ","  ",3
04,73,50913,"    ","  ",3
04,74,24015,"    ","  ",3
04,69,24015,"    ","  ",3
04,55,60312,7603,62,1
04,58,50716,3428,26,1
04,23,60002,"    ","  ",3
04,44,60413,3428,56,1
04,47,60732,3428,49,1
04,18,34013,"    ","  ",3
04,09,10012,"    ","  "," "
04,68,50716,"    ","  ",3
04,60,60321,"    ","  ",3
04,45,24015,3428,47,1
04,27,24015,"    ","  ",2
04,67,60811,3428,56,1
04,64,60811,3428,56,1
04,28,60913,3428,56,1
04,09,10012,"    ","  "," "
04,38,60715,3428,56,1
04,51,60413,3403,17,1
04,61,60411,"    ","  ",3
04,28,60413,7602,64,1
04,25,60613,7602,69,1
04,74,24015,"    ","  ",3
04,53,24012,3428,84,1
04,52,24015,3428,84,1
04,25,24015,"    ","  ",3
04,17,24015,"    ","  ",3
04,16,24013,"    ","  ",3
04,09,10013,"    ","  "," "
04,96,80113,"    ","  ",3
04,61,70912,"    ","  "," "
04,58,60413,3428,96,1
04,52,10018,3428,96,1
04,39,24015,3424,47,1
04,47,24015,3430,47,1
04,09,10012,3430,47," "
04,07,10011,"    ","  "," "
04,56,24015,3430,49,1
04,60,60413,"    ","  ",3
04,27,60002,3430,01,1
04,23,34013,"    ","  ",3
04,01,"     ","    ","  "," "
04,28,24015,3430,47,1
04,28,10018,3430,47,1
04,03,"     ","    ","  "," "
04,01,"     ","    ","  "," "
04,13,10015,3430,47," "
04,08,10011,"    ","  "," "
04,20,34013,3430,47,1
04,67,10018,"    ","  ",3
04,21,60002,"    ","  ",3
04,17,34011,"    ","  ",3
04,06,02000,"    ","  "," "
04,55,24015,3430,01,1
04,30,10018,3430,01,1
04,28,24015,"    ","  "," "
04,28,10011,3426,01,1
04,25,24015,3430,47,1
04,06,00000,"    ","  "," "
04,53,10013,3430,49,1
04,49,24011,3430,47,1
04,28,50731,3422,56,1
04,43,24012,3430,41,1
04,42,24015,3430,56,1
04,15,24013,"    ","  ",3
04,14,24011,"    ","  "," "
04,11,10006,"    ","  "," "
04,37,60004,"    ","  ",2
04,16,24013,"    ","  ",3
04,36,24015,3430,25,1
04,29,24013,"    ","  ",3
04,10,10013,"    ","  "," "
04,07,02000,"    ","  "," "
04,01,"     ","    ","  "," "
04,47,10012,3430,01,1
04,40,24015,2104,26,1
04,06,00000,"    ","  "," "
04,57,24015,3430,96,1
04,81,24015,"    ","  ",3
04,27,24015,3430,47,1
04,23,34013,"    ","  ",3
04,02,"     ","    ","  "," "
04,68,60413,3430,56,1
04,70,24015,3430,56,1
04,35,60003,3426,86,1
04,15,24012,"    ","  ",3
04,50,24015,3430,96,1
04,51,24015,3430,41,1
04,16,24015,"    ","  ",3
04,12,10015,"    ","  "," "
04,10,10014,"    ","  "," "
04,23,24015,"    ","  ",3
04,27,24015,3406,80,1
04,38,24015,7603,96,1
04,34,51013,"    ","  ",3
04,08,10011,"    ","  "," "
04,03,"     ","    ","  "," "
04,01,"     ","    ","  "," "
04,55,24015,3430,68,1
04,28,60612,3405,26,1
04,26,60002,3405,26,1
04,01,"     ","    ","  "," "
04,59,24015,3430,47,1
04,55,24015,3430,47,1
04,29,70521,7403,94,1
04,49,24013,"    ","  ",3
04,24,35013,3428,29,1
04,19,35013,3430,96,1
04,16,24013,"    ","  ",3
04,09,10011,"    ","  "," "
04,32,10018,3430,01,1
04,32,24015,3430,93,1
04,12,10018,"    ","  "," "
04,10,10013,"    ","  "," "
04,08,10012,"    ","  "," "
04,30,24015,7404,49,1
04,32,10015,"    ","  ",3
